"Strain","Location","Isolation.type","SNP.cluster","Min.same","AMR.genotypes","day","month","year","Isolation.source.category","region"
"Other","USA","clinical","PDS000035041.47",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035041.47",11,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035041.47",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035041.47",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",16,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",7,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",11,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",1,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",7,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",9,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",10,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",3,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003443.93",1,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",0,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",7,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",28,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035359.81",25,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035170.156",1,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035170.156",2,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","PA","environmental/other","PDS000035170.156",29,"Other",NA,NA,2021,"Cattle","Northeast"
"Other","USA","clinical","PDS000035170.156",8,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035170.156",12,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035082.87",1,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035082.87",9,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035082.87",16,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035082.87",31,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",16,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","NY","environmental/other","PDS000034284.128",28,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Cattle","Northeast"
"Other","USA","clinical","PDS000034284.128",17,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",14,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",9,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",4,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",24,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","KY","environmental/other","PDS000034284.128",34,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Cattle","South"
"Other","USA","clinical","PDS000034284.128",3,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",24,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034284.128",27,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000033362.101",1,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006606.244",1,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035295.70",1,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035295.70",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",28,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",8,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",9,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",13,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",21,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",32,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000091004.54",28,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",7,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",14,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",3,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",10,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",20,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",13,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",16,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000034083.142",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003441.153",11,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003441.153",25,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003441.153",8,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003441.153",12,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003441.153",10,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003441.153",14,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",30,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",18,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",18,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",21,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",23,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",5,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",12,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","OH","environmental/other","PDS000005189.171",27,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Cattle","Midwest"
"Other","USA","clinical","PDS000005189.171",16,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",13,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",24,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",5,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",6,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",7,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",18,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",14,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",17,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000005189.171",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","CO","environmental/other","PDS000037878.67",26,"Other",NA,NA,2021,"Missing and Other","West"
"Other","IN","environmental/other","PDS000037878.67",10,"Other",NA,NA,2021,"Poultry","Midwest"
"Other","AR","environmental/other","PDS000037878.67",26,"Other",NA,NA,2021,"Poultry","South"
"Other","MD","environmental/other","PDS000037878.67",15,"Other",NA,NA,2021,"Poultry","South"
"Other","MD","environmental/other","PDS000037878.67",26,"Other",NA,NA,2021,"Poultry","South"
"Other","TN","environmental/other","PDS000037878.67",22,"Other",NA,NA,2022,"Poultry","South"
"Other","AR","environmental/other","PDS000037878.67",21,"Other",NA,NA,2022,"Poultry","South"
"Other","UT","environmental/other","PDS000037878.67",5,"Other",NA,NA,2022,"Poultry","West"
"Other","MD","environmental/other","PDS000037878.67",20,"Other",NA,NA,2022,"Poultry","South"
"Other","MD","environmental/other","PDS000037878.67",34,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000035111.69",18,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",30,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",18,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",29,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",22,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",31,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",10,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035111.69",13,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061634.32",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000061634.32",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000001063.82",33,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015689.77",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000015689.77",0,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035282.62",10,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035282.62",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035282.62",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035282.62",18,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006315.47",40,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006315.47",4,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000059978.32",3,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003657.87",5,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003657.87",2,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003657.87",15,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003657.87",11,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003657.87",2,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000003657.87",18,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000117102.10",3,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000117102.10",7,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000117102.10",6,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000117102.10",1,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000117102.10",1,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000117102.10",5,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000117102.10",3,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000006248.149",1,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",10,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",15,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",7,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",10,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000006248.149",0,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",5,"acrF=MISTRANSLATION,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",2,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",1,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",3,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",7,"Other",NA,NA,2021,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",3,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000035300.103",6,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","CA","environmental/other","PDS000035300.103",23,"Other",NA,NA,2022,"Cattle","West"
"Other","USA","clinical","PDS000033850.115",18,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","GA","environmental/other","PDS000109819.1",23,"Other",NA,NA,2022,"Poultry","South"
"Other","GA","environmental/other","PDS000109820.1",25,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE,tet(B)=COMPLETE",NA,NA,2021,"Poultry","South"
"Other","GA","environmental/other","PDS000109820.1",25,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Poultry","South"
"Other","MO","environmental/other","PDS000109899.1",1,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Environment","Midwest"
"Other","MO","environmental/other","PDS000109899.1",1,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2021,"Environment","Midwest"
"Other","USA","clinical","PDS000110484.1",1,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000110678.1",16,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","AR","environmental/other","PDS000110913.1",19,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Poultry","South"
"Other","MO","environmental/other","PDS000110913.1",19,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Poultry","Midwest"
"Other","IL","environmental/other","PDS000110911.1",11,"Other",NA,NA,2022,"Pig","Midwest"
"Other","CO","environmental/other","PDS000112937.1",NA,"acrF=COMPLETE,blaEC=COMPLETE,mdtM=COMPLETE",NA,NA,2021,"Missing and Other","West"
"Other","PA","environmental/other","PDS000113085.1",NA,"Other",NA,NA,2022,"Cattle","Northeast"
"Other","NJ","environmental/other","PDS000113551.1",41,"Other",NA,NA,2022,"Cattle","Northeast"
"Other","USA","clinical","PDS000115049.1",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115049.1",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115285.1",1,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000115753.1",31,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"NJ","environmental/other","PDS000115972.2",0,"Other",NA,NA,2021,"Animal(Other)","Northeast"
NA,"PA","environmental/other","PDS000115972.2",0,"Other",NA,NA,2021,"Animal(Other)","Northeast"
"Other","USA","clinical","PDS000116452.1",3,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000116452.1",3,"Other",NA,NA,2022,"Human","USA, General"
"Other","TN","environmental/other","PDS000117601.1",40,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000117639.1",21,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000117639.1",21,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","TN","environmental/other","PDS000118419.1",16,"Other",NA,NA,2022,"Poultry","South"
"Other","USA","clinical","PDS000118650.1",6,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Missing and Other","USA, General"
"Other","CA","environmental/other","PDS000118964.1",23,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE",NA,NA,2021,"Cattle","West"
"Other","USA","clinical","PDS000120335.1",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"USA","clinical","PDS000120760.1",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"USA","clinical","PDS000120760.1",2,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"USA","clinical","PDS000121030.1",27,"Other",NA,NA,2022,"Missing and Other","USA, General"
NA,"USA","clinical","PDS000121031.1",16,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000121032.1",22,"Other",NA,NA,2022,"Human","USA, General"
"Other","USA","clinical","PDS000121006.1",7,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","USA","clinical","PDS000121006.1",7,"Other",NA,NA,2022,"Missing and Other","USA, General"
"Other","TN","environmental/other","PDS000110173.1",41,"Other",NA,NA,2021,"Poultry","South"
"Other","NC","environmental/other","PDS000110172.1",18,"Other",NA,NA,2021,"Poultry","South"
"Other","CA","environmental/other","PDS000110423.1",45,"acrF=COMPLETE,blaEC=COMPLETE,glpT_E448K=POINT,mdtM=COMPLETE,pmrB_Y358N=POINT",NA,NA,2022,"Cattle","West"
